idx,timestamp,sentence
b3072cd11f40eb57fd259555264476c6,35:47,"EG: No, I think there's a beautiful healthiness that can come from being of service, and that's also how I've been medicating my anxiety through this, by showing up in ways that I can with whatever resources I've got. Here's what you have to keep in mind, though, and this is what I keep reminding people. Right now, in my own personal sphere, there is more need than I have resources to fix. So I have to begin with that reality, and I have to have the courage to sit in that reality soberly and acknowledge that that's the case. The second thing I think emotional sobriety would require of me right now is to recognize that this is going to be a marathon, not a sprint. And so the first week of the crisis, I had this deluge of all my really energized, let's-save-the-world friends, all my creative friends, everybody was e-mailing, texting, Zooming, and they all had a response. ""Let's do this! Let's do this! Let's fix it this way!"" And I found myself joining with some of them and not joining with others, just, again, based on my intuition, but I also found myself cautioning them, ""Guys, this is a marathon."" We're in mile one of what's going to be a very long marathon. So pace yourselves, and pace your resources. Don't overgive to the point where you collapse, because we're still going to need helpers two months from now, and we're still going to need helpers six months from now. And so, find a steady pace and be willing to be in it for the entire long haul. "
b3072cd11f40eb57fd259555264476c6,37:20,CA: Yeah. Helen. 
b3072cd11f40eb57fd259555264476c6,37:24,"HW: Such great advice, Liz, and so many questions pouring in. One of them is from a therapist who confesses that she, and many of her clients, are having trouble with the letting go of control in this moment, and wonders if you have any advice on how to let go of control in order to be willing to feel everything that we're enduring. "
b3072cd11f40eb57fd259555264476c6,37:46,"EG: Just this ... This sense that you had that you had control was a myth to begin with. And that may not be comforting, except that I find it very comforting. You know, control is an illusion, and there are times where we're able to fool ourselves because we're so good at technology, we're so good at creating safe worlds where we're able to trick ourselves into believing that we're in control of any of this. But we're not, and the paradox, for me, of surrender is how relaxing it is. Nobody ever wants to surrender, because nobody wants to lose control, but if you recognize that you never had control, all you ever had was anxiety, and then you let go of the myth of control, you'll find that, I find that if I even say that sentence, ""I'm losing control,"" and then I remind myself, ""You never had control, all you had was anxiety, and that's what you're having right now."" So you're not letting go of anything. Surrender means letting go of something you never even had. So there's an awakening that's happening right now, where what's happening is not that you're losing control. What's happening is that, for the first time, you're noticing that you never had it. And the world is doing its job. The job of the world is to change, constantly, and sometimes radically, and sometimes immediately, and it's doing its job, and that is also the norm of things. And again, we are adaptive and we're resilient and we can handle it. But I don't kid myself for a minute to think that I'm in control of anything that's ever happening. My realm of control is extremely small. It's usually about, like, might be able to go get a glass of water right now. Like, there's not a lot that I'm in control of. And I'm actually (Inaudible) I've ever been. "
b3072cd11f40eb57fd259555264476c6,39:42,"HW: One more question from online, if I may, and then I will jump off again. You know, Chris, you and I, we're all in a pretty privileged position. TED has been able to go remote. We're able to work remotely. But many, many, many millions of people in the US and beyond are not able to do that, and people are really suffering. How can we help? What are your thoughts about people who are not able to socially distance, who are losing their jobs, the global catastrophe that is unveiling? How can we think about that in a humane and compassionate way? "
b3072cd11f40eb57fd259555264476c6,40:24,"EG: It's crushing, and again, as with the same case of the person who said they had lost five family members, I can't, sitting in this position of comfort and safety, say anything that I think is going to be accurate and appropriate to that, other than to say that I just think of this Indian proverb that I keep going back to, which is, ""I store my grain in the belly of my neighbor."" Western, capitalistic society has taught and trained us to hoard long before this, long before this happened and people were hoarding toilet paper and canned goods. Advertising and the whole capitalist model has taught us scarcity, it's taught us that you have to be surrounded by abundance in order to safe. The disconnect between those who have and those who have not has never been bigger, and never in my lifetime, and probably in any of our lifetimes, has there been an invitation, again, to release the stranglehold on your hoarding. This is not the time for hoarding. This is the time to store your grain in the belly of your neighbor, in a way that is emotionally sober and accurate to what you can give, and to look at that in a really honest way, to not put your own family in danger, to not put yourself in crisis, but to be able to say, ""What can I offer in the immediacy?"" And then, in the longer term, a conversation about redistribution of resources, and why do so few have so much and why do so many have so little? But that's not a conversation I can fix today. That's, again, outside of my realm of control. But what I can do is unleash the white-knuckled grip that I have on what's mine and make sure that I'm going into the world with an open hand -- again, not a panicked open hand, where I'm going to destroy myself to save somebody else, because then there will be no helper left, but in a reasonable way. I cannot save everybody. I can save a few. And that's the tragic, but, I think, sobering reality that I can offer right now, and again, underlying all of that, undergirding all of that is a recognition that anything that I have to say about people who are in extraordinary suffering right now is not enough. "
b3072cd11f40eb57fd259555264476c6,42:56,HW: I'll be back. Thank you. 
b3072cd11f40eb57fd259555264476c6,42:58,EG: Thanks. 
b3072cd11f40eb57fd259555264476c6,43:00,"CA: Liz, talk to me a minute about anger. Like, I think a lot of, just from the conversation we just had, or just listening to you there, there are so many reasons to feel angry right now about what's going on. And part of me feels we should be. That's what anger is for. It's to highlight things that are unjust and unfair and that we must pay attention to, and yet part of me is honestly scared of it. I think there could be an eruption of anger that's dangerous, both personally and for society. Have you felt anger? What are you doing with it? "
b3072cd11f40eb57fd259555264476c6,43:43,"EG: I feel anger at every White House press conference, and I think all thinking people do. I feel angry that this wasn't taken more seriously early on. I feel angry at myself that I didn't take it more seriously early on. As much as I feel contempt and disgust for government officials who I feel were slow to recognize how serious this is, I also have to be really candid that three weeks ago, I was one of the people walking around saying, ""Why is everybody overreacting to this so much?"" So I think we also have to own our own piece of that, and I think there are rolling waves of awakening that are happening in people, and so a lot of the anger I feel right now is for people who aren't taking this seriously enough, who aren't quarantining themselves, who are putting other people in danger. But a month ago, that was me. I was in the Hong Kong airport, sallying through the Hong Kong airport while everybody was scurrying around in masks and gloves, and I was like, ""What's the big deal?"" It takes people as long as it takes them to come to awakening, and some people, we have to also acknowledge, never will. "
b3072cd11f40eb57fd259555264476c6,44:59,"Anger has its place, and I think that righteous anger, which is the kind of anger that says a violation has occurred here, a humanitarian violation is occurring here, can be very stirring for transformation. Again, it's how comfortable can you be, sitting with these discomforting emotions, and what are you going to do with your anger? "
b3072cd11f40eb57fd259555264476c6,45:29,CA: Umh. 
b3072cd11f40eb57fd259555264476c6,45:31,"EG: Are you going to lash out at the people you're quarantined with? Are you going to go on Twitter rants? Is that useful? Is that productive? And so I think -- again, I keep using the words ""emotional sobriety,"" but the emotional sobriety that would be required is to feel that anger, acknowledge it, to show yourself mercy for how uncomfortable it is, and then to steadily, recognizing, again, that this is a marathon not a sprint, do what you reasonably can do to change the situation. "
b3072cd11f40eb57fd259555264476c6,46:06,"CA: I mean, the part of me that's constantly looking for the better narrative hopes that the anger we feel now could almost displace some of -- I mean, the world's been an angry place for the last couple years. There's been so much anger inflamed online. We've made each other angry, often, probably, unnecessarily -- outrage sparking outrage, disgust, etc. I mean, is there any hope that this is a massive societal shaking up? It's like, don't be so silly. Look at what actually matters here. And we can at least focus more attention onto the things that, yes, some things that we really should be angry about, but other things that maybe ... you know, could lead people to say human connection really matters in this moment. People from all sides, we need each other. We just have to use this as a moment when we come together. How do you think about that? Like, how do we turn some of these negative emotions into a force for good that at least gives us some permission to hope that something special comes out of all this. "
b3072cd11f40eb57fd259555264476c6,47:23,"EG: Well, I think you have to give yourself permission to hope, and I don't think it's unreasonable to give yourself permission to hope, because, again, our resilience, our resourcefulness, and the way that history has shown how catastrophe can lead to transformation, gives us, actually, I think, reasonable cause to hope. One thing that I'm noticing that I'm, like, a little bit amused by is that when people start predicting what the post-pandemic world is going to be, I notice that their predictions seem to be, suspiciously, in exact alignment with their personal worldview. So my friends who are utopians are already living in this utopian future where this is going to be the big change. My friends who are dystopians are already predicting that this is the official beginning of the police state and the disastrous new world order. I think there's a lot of hubris in trying to imagine what that new world could be. A quote that I love that a friend of mine always says is ""When people aren't busy being the worst, they're the best."" And I think that gives me hope. And it's true the other way, too. When people aren't busy being the best, they're the worst. "
b3072cd11f40eb57fd259555264476c6,48:41,"I'm terrible at social engineering, Chris, and you know this, and you have great, better minds than mine who can come on and talk about this on the global scale. The only world that I have a really intimate, familiar engagement with is this one, and on the individual level, what I understand is that the only world that any of us are ever going to live in is this one. And so minding this, and learning how to calm this, how to open this, how to get on the other side of the emotions that are causing harm to you and others, that's my work, you know? Personally, whatever role I have in the public sphere. "
b3072cd11f40eb57fd259555264476c6,49:23,"CA: You're an extraordinary storyteller and you already told us one amazing story earlier on. Have you come across any other recent stories that have given you reason for hope, perhaps? "
b3072cd11f40eb57fd259555264476c6,49:36,"EG: Well, I'll give you one, and this one, I delight in. Years ago, 20 years ago in New York City -- 30 years ago, I was in my 20s -- I was friends with a woman named Winifred, who was in her 90s. She was this really cool West Village bohemian artist who had lived in Greenwich Village for her entire life, had had a very storied and checkered and wild life, surrounding herself with intellectuals and poets and artists and adventure, and she'd had a lot of loss and a lot of gain, and she was this extremely passionate person who had friends of all ages, which was something I admired about her. I was friends with her. I was 25, she was 95. But I would call her my very good friend, and she had a lot of friends. She was so open to everything. And at her 95th birthday party, I asked her, ""What have you learned, more than anything else?"" Because she was such a creature of learning. I wrote about her in ""Big Magic."" I said to her one time, ""What's your favorite book that you've ever read?"" And she said, ""I can't say my favorite book because there's been so many, but I can tell you my favorite subject, the history of ancient Mesopotamia, which I started learning when I was 80 and it changed my life."" And it did. She'd gone on these expeditions to Jordan and Iraq. She was just so full of living, you know? And I said to her, ""What have you learned in all of your experiences? What is the most central thing that you've learned?"" And she said, ""Human beings can adapt to anything. Human beings can adapt to absolutely anything."" And then she said this great line: ""If Martians landed on Earth tomorrow, it would be off the front pages of the newspaper by next Tuesday. We would already be used to it."" Right? And there's a level at which I'm seeing this adaptation happening. And that is both a good and a bad thing. Right? We can get used to totalitarianism, but we can also get used to -- I've gotten used to a world without the love of my life in it. We can adapt. And I keep using that line as a touchstone for myself, because I don't know, nor do I presume to know, what the world is going to be after this. I know that it will be different from the one before. I also just have to point out that all y'all had a lot of complaints about the world we had before, and I do a lot of talking, I do a lot of going around the world, and [I don't remember] any one of you raising your hand in any of the seminars I've taught over the last years, and saying, ""We are living in a golden age and I'm so grateful and appreciative for all that I have,"" now you want that world back, right? So let's actually remember that as we go forward, that this moment, for some of us, that we're in right now, might be one that we look back later and say, ""Wow, actually, that was pretty good, and I didn't have any gratitude for it."" So personally, I'm just hoping that at an intimate level -- and again, this is not a socioeconomic, global political level, but it's an invitation to actually be grateful for the safety that you have and the people that you have, and maybe carry that forward a little bit. Maybe. We're really good at forgetting. Once a crisis is over, we're really good at forgetting our gratitude. It's one of our great gifts. But you might want to make a note to actually try to be grateful for what you have. "
b3072cd11f40eb57fd259555264476c6,52:57,"CA: Thank you, Liz. I think we have a last question from our online friends. "
b3072cd11f40eb57fd259555264476c6,53:01,"HW: Yeah, what crisis, right? So Liz, just a request for a concrete strategy to try and reduce the fear or the shame that is coming at this moment. "
b3072cd11f40eb57fd259555264476c6,53:15,"EG: I'll give you mine, and it may feel weird and out of reach and woo-woo, but I'm beyond that at this point, and it has been a game changer and a life changer for me. I have a 20-year-long practice of writing myself, every day, a letter from Love. Now this may not feel concrete. It may feel very airy. But what it does is that it helps me through my anxiety, and I need it every single day, because I'm anxious every single day. I wake up frightened every day. I wake up shamed every day. I wake up angry every day. All of the difficult emotions that run through the software of a human consciousness are running through my software all the time, and they cause me pain and they cause me fear, and they cause me distress, and they make me sick. So, 20 years ago, when I was going through a very bad divorce and a depression, I began this tactic, and the tactic is that I will sit down with a notebook and I will write to myself, from myself, a letter from Love. And what I mean by ""Love"" is not romantic love. It's the infinite, bottomlessly merciful source of all human compassion. And every single one of these letters begins the same way. It starts with me saying, ""I need you."" It's a dialogue. It starts with me saying, ""I need you,"" and Love saying, ""I'm right here."" And then I say what I'm going through. ""I'm really angry right now. I'm terrified. I'm spinning. I can't sleep. I'm anxious."" And then I just allow to come through my hand whatever, if you could imagine the most loving, compassionate, merciful voice in the world, if they were in the room with you, what would you want them to say? And you say that to yourself. And so for me, that usually is a combination of these sorts of phrases: ""I've got you. I'm right here. I see how distressed you are. It's all right. I don't need you to feel better."" I think a lot of our anxiety is that we want to get out of that feeling as fast as we can, and what Love always says to me is, ""It makes no difference to me whether you're anxious or afraid or angry or hurt. I'm with you, and I'll be with you through this entire thing for however long it takes. I'm not going anywhere. I've got nowhere better to be right now than sitting with you, loving you. I'll be with you at the moment of your death. I was here with you at the moment of your birth. There's nothing you can do to lose me. You can't fail. You can't do this wrong. You are infinitely, bottomlessly loved."" And it's so interesting to me that the opposite of fear in my life, in my emotional landscape, on the color palette, the opposite of fear isn't courage, the opposite of fear is love. And that presence, a sense of, ""I've got you,"" right? Which is the thing that we'd all want somebody to say. ""I've got you, and it's going to be all right."" I would love to know, neurologically, what actually happens in my mind when I do this, but what happens to me physiologically is that my mind, just hearing those words and seeing those words, settles, and then from there, I'm able to take the next intuitive right action the best that I can. "
b3072cd11f40eb57fd259555264476c6,56:23,"CA: Liz, you can say no to this, it may be a totally inappropriate thing to ask, but you don't happen to have a letter from the last day or two that you'd consider reading, all or in part of? I don't know how long they are. "
b3072cd11f40eb57fd259555264476c6,56:35,EG: You're putting me on the spot. Let me see what we've got. Let's see. 
b3072cd11f40eb57fd259555264476c6,56:47,"OK, so here's one. So I was panicking because I want to offer my apartment in New York to a woman who is a COVID-19 nurse who's volunteered to come into New York City to help, and I'm afraid that I'll infect my neighbors if I let her come and stay there. So I was up in the middle of the night, thinking, ethically, is it appropriate for me to do this? So I wrote, ""I need you."" And Love said, ""I'm right here."" And then I said, ""I want to offer that COVID-19 nurse my apartment, but I'm afraid that my neighbors will get infected, and I'm scared, and I don't know what the right move is. Help me."" And Love said, ""I don't actually know what the right answer to that is, but I'm with you."" And I said, ""But what do you think I should do?"" And Love said, ""Why don't you just sit with me right here for a minute and be with me and know that you're held no matter what, that you cannot make the wrong choice, that it doesn't matter in the grand scheme of things. You're my beloved, I've got you. I can see how much you're spinning, I can see how tired you are, and it doesn't matter to me whether you make this decision in the next minute, in the next day, or not at all. I'm with you, and I'll sit with you through this entire thing, and I'll love you no matter what you decide to do at the end of this. I will be just as much with you at the end of this decision as am I with you now."" And then, I said, ""So what do you think I should do?"" And Love says, ""I think you should go get a glass of water, and I think you should lie down and get some rest, and we'll talk about it some more in the morning."" What I have found over the years of writing myself these letters from Love is that Love never gives advice. This is actually really good for all of you who love to give unsolicited advice to people. Love never gives advice beyond, ""Why don't you get a glass of water? Why don't you rest? We'll try this again tomorrow. You're doing your best, this is a hard time, and I've got you."" So I've got 20 years of those journals, and I'm assuming that I'm going to need it for the rest of my life. "
b3072cd11f40eb57fd259555264476c6,58:48,"CA: Wow. I don't know, Helen, I think we might be done. I think I'm done. I can't ask any more after that. "
b3072cd11f40eb57fd259555264476c6,58:56,HW: How beautiful. Good grief. 
b3072cd11f40eb57fd259555264476c6,59:00,(CA laughs) 
b3072cd11f40eb57fd259555264476c6,59:02,"CA: Liz, you're really phenomenal. You've just got this unique way of articulating what others can't articulate, and you've brought all of us to a very tender, intimate place, and thank you for that. "
b3072cd11f40eb57fd259555264476c6,59:18,"EG: Thank you, Chris. "
b3072cd11f40eb57fd259555264476c6,59:19,HW: Thank you so much. 
b3072cd11f40eb57fd259555264476c6,59:20,"EG: And thank you, Helen. Take care of yourselves, everybody. We're right here with each other through this. We can do this. "
b3072cd11f40eb57fd259555264476c6,59:28,"CA: Thank you, Liz. Goodbye. HW: Thank you. "
b3072cd11f40eb57fd259555264476c6,59:33,CA: Oof. HW: Oof. 
b3072cd11f40eb57fd259555264476c6,59:36,HW: Deep breaths. 
b3072cd11f40eb57fd259555264476c6,59:38,"CA: Yeah. No. That was special. That was special to me. I know that you are all in different circumstances online, and that there are so many elements to this thing. There's the problems that those of us who are isolated have, and in many ways, those are the luxurious problems, and we're really aware of that. But they're still problems, and we're going to give space on these TED Connects to many other voices as well. I think we're hoping to hear next week from a doctor at the front line, a voice from India, we hope, on some of the horrifying things that are happening there, and also some pretty amazing proposals for how the world could come out of this, like specific proposals on how we get past this period of lockdown to bring back the economy. All of this matters. So I guess we want Helen and everyone to come back, calendar this, share with friends, and help us figure out how to use this time best. "
b3072cd11f40eb57fd259555264476c6,1:00:42,"HW: I also wanted to flag that I don't know if you were able to tune in for Susan David's conversation earlier in the week. We have launched a new podcast with Susan that launched on Monday. We're calling it ""Checking In with Susan David,"" and she is going to be sharing daily tips on how to deal with this pandemic. And so you can find that wherever you find podcasts in this day and age. For this conversation, we will be archiving it. It will be on Facebook, and we'll also put it onto TED.com. You can find the TED Interview podcast that Chris and Liz did last year, which I confess just made me weep for ... too long. You can find that at go.ted.com/tedconnects. But that's it from us. And tomorrow, I want to flag that we have a very special treat, which is less chat, more beauty. We will be joined by the unbelievably talented Butterscotch, who is a beatboxer and a singer and a musician and a sage, and an all-around delight, and she is going to be giving us a glimpse into her world and delighting us all with some sonic deliciousness. So do tune in tomorrow. "
b3072cd11f40eb57fd259555264476c6,1:02:03,"CA: Thanks so much, everyone. We're in this together. Stay safe. See you soon. "
b3072cd11f40eb57fd259555264476c6,1:02:08,HW: See you soon. Be well. 
59c641a72b495d522a7932145d6c02b3,00:05,"Autism is something that many people know about. For example, some people think that autistic people are fair-skinned males that speak in monotone and constantly go on and on about the same topic. Some people think that autistic people do not know right from wrong, avoid attention and usually say the wrong thing at the wrong time. Some people think that autistic people are socially awkward and lack humor and empathy. "
59c641a72b495d522a7932145d6c02b3,00:43,"Now if you agree with what I just said, I'm sorry to tell you, but you do not have the right impression of autism. How do I know? Because I have autism. I do have my own obsessions with things like electronics and public transit, but that does not define me. Each of us are different and unique in our own way. "
59c641a72b495d522a7932145d6c02b3,01:12,"However, there is not a lot of information out there on what an autistic life actually looks like, so people often resort to stereotypes. And we see these often in the media. Some of the more common stereotypes in the media include being socially awkward, lacking empathy and even being a supergenius. "
59c641a72b495d522a7932145d6c02b3,01:39,"And the lack of knowledge on autism doesn't stop there either. Did you know that some people are trying to find a cure for autism? That's because they see it as a negative thing, as a disease. Many people are challenging the idea and to us, we think autism is not a disease. It's just another way of thinking and looking at the world. Our brains function differently from most people's brains. Think of it like comparing and Xbox and a PlayStation. They're both highly capable consoles with different programming. But if you put your Xbox game in a PlayStation, it won't work, because the PlayStation communicates differently. "
59c641a72b495d522a7932145d6c02b3,02:28,"When I look in the mirror, I see someone who thinks differently. Oh, and I also see nice hair. "
59c641a72b495d522a7932145d6c02b3,02:42,"But the question is, am I really diseased if I just think differently? The main problem with living autistic in today's society is that the world just isn't built for us. There's so many ways that we can get overwhelmed. For example, the thing that makes me overwhelmed all the time is loud noises, which means I never crank up my music really loud and I usually am not a fan of large parties. But other people on the spectrum might get overwhelmed with things like bright lights or strong smells or gooey textures that all have the potential to create anxiety. Think about all of the social gatherings you've been to in the past. Was there loud music playing? Were there really bright lights? Were there lots of different food smells going on at the same time? Were there lots of conversations happening all at once? Those things may not have bothered you guys, but for someone with autism, they can be quite overwhelming. "
59c641a72b495d522a7932145d6c02b3,04:01,"So in those situations, we do something called stimming, which is like a repetitive motion or a noise or some other random fidgeting that may or may not seem normal. Some people will flap their arms or make a noise or spin. Ya, it's basically our way of zoning out. It can often feel necessary for us to stim. However, it's often frowned upon, and we're forced to hide it. When we're forced to hide our autistic traits like this, it's called masking. And some people mask better than others. I mask so well sometimes that people don't even know I'm autistic until I give them the big reveal. (Laughs) "
59c641a72b495d522a7932145d6c02b3,04:59,"But at the end of the day, it gets really stressful. Even something like doing my homework at night becomes very tiring. Some people think, because of our ability to mask, that this is the cure to autism. However, all it really does is makes us ashamed of showing our true selves. "
59c641a72b495d522a7932145d6c02b3,05:27,"Another common stereotype that is often associated with autism is that autistic people lack empathy. And again, this is not true. I actually have lots of empathy. I'm just not really good at showing it. Whenever a friend is trying to tell me some of the struggles that they're going through, I often don't know how to express my reply. And that is why I don't show as much empathy as my nonautistic friends do. "
59c641a72b495d522a7932145d6c02b3,06:00,"Emotional expression, however much or however little, is difficult for me. And that is because I am bursting inside with every single emotion one feels at all times. Though of course, I cannot express it that way. Otherwise, let's say, happiness, for example, would come out as a huge burst of gleeful wheezing, hand flapping and loud vocal ""woohoos."" "
59c641a72b495d522a7932145d6c02b3,06:31,Whereas you may just smile. 
59c641a72b495d522a7932145d6c02b3,06:37,"Whether it be receiving an awesome birthday gift or listening to a tragic story on the news, I cannot really express my reply without bursting, so once again, I have to mask it in order to appear normal. My inner feelings are unlimited, but my mind only lets me express extremes or nothing. "
59c641a72b495d522a7932145d6c02b3,07:07,"So my ... I am not great with my emotions, and I communicate differently, and because of that, I was diagnosed with autism spectrum disorder. This diagnosis helps me and my friends and family to know how my mind works. And in the world, approximately one percent of the population is diagnosed with autism spectrum disorder. And this number is growing. However, we are still a big minority. And there's still lots of people that do not see us as equals to other people. "
59c641a72b495d522a7932145d6c02b3,07:51,"This is my family. And in my family, there is one other person who is also autistic. My mother. Yes, adult women can also be autistic. My dad and my brother are both nonautistic. Sometimes it can be a bit difficult for us to communicate with each other, however. Sometimes I'll say something like, ""Oh, Toronto's Union Station, right?"" thinking that I can help them to remember certain aspects of it. When they get confused, I often have to elaborate myself on that. And we often have to say things in a number of different ways so that everyone understands. However, despite all that, we all love each other and respect each other as equals. "
59c641a72b495d522a7932145d6c02b3,08:51,"In his book ""NeuroTribes,"" author Steve Silberman states that autism and other mental conditions should be seen as naturally human, naturally part of a human spectrum and not as defects. And this is something that I agree to completely. If autism was seen as part of a natural human spectrum, then the world could be designed to work better for autistic people. I am not ashamed of my autism. And I may not think like you, or act like you, but I am still human and I am not diseased. "
59c641a72b495d522a7932145d6c02b3,09:37,Thank you. 
d227f2faf6ec185e54436d86463f499b,00:06,"According to legend, once every thousand years a host of sea monsters emerges from the depths to demand tribute from the floating city of Atlantartica. As the ruler of the city, you’d always dismissed the stories… until today, when 7 Leviathan Lords rose out of the roiling waters and surrounded your city. Each commands 10 giant kraken, and each kraken is accompanied by 12 mermites. Your city’s puny army is hopelessly outmatched. "
d227f2faf6ec185e54436d86463f499b,00:41,"You think back to the legends. In the stories, the ruler of the city saved his people by feeding the creatures a ransom of pearls. The pearls would be split equally between the leviathans lords. Each leviathan would then divide its share into 11 equal piles, keeping one, and giving the other 10 to their kraken commanders. Each kraken would then divide its share into 13 equal piles, keeping one, and distributing the other twelve to their mermite minions. If any one of these divisions left an unequal pile or leftover pearl, the monsters would pull everyone to the bottom of the sea. Such was the fate of your fabled sister city. "
d227f2faf6ec185e54436d86463f499b,01:28,"You rush to the ancient treasure room and find five chests, each containing a precisely counted number of pearls prepared by your ancestors for exactly this purpose. Each of the chests bears a number telling how many pearls it contains. Unfortunately, the symbols they used to write digits 1,000 years ago have changed with time, and you don’t know how to read the ancient numbers. With hundreds of thousands of pearls in each chest, there’s no time to recount. "
d227f2faf6ec185e54436d86463f499b,02:00,One of these chests will save your city and the rest will lead to its certain doom. Which do you choose? 
d227f2faf6ec185e54436d86463f499b,02:07,Pause the video to figure it out yourself. 
d227f2faf6ec185e54436d86463f499b,02:09,Answer in 3 
d227f2faf6ec185e54436d86463f499b,02:10,Answer in 2 
d227f2faf6ec185e54436d86463f499b,02:12,Answer in 1 
d227f2faf6ec185e54436d86463f499b,02:15,"There isn’t enough information to decode the ancient Atlantartican numeral system. But all hope is not lost, because there’s another piece of information those symbols contain: patterns. If we can find a matching pattern in arabic numerals, we can still pick the right chest. "
d227f2faf6ec185e54436d86463f499b,02:34,"Let’s take stock of what we know. A quantity of pearls that can appease the sea monsters must be divisible by 7, 11, and 13. Rather than trying out numbers at random, let’s examine ones that have this property and see if there are any patterns that unite them. Being divisible by 7, 11, and 13 means that our number must be a multiple of 7, 11, and 13. Those three numbers are all prime, so multiplying them together will give us their least common multiple: 1001. That’s a useful starting place because we now know that any viable offering to the sea monsters must be a multiple of 1001. "
d227f2faf6ec185e54436d86463f499b,03:17,"Let’s try multiplying it by a three digit number, just to get a feel for what we might get. If we try 861 times 1001, we get 861,861, and we see something similar with other examples. "
d227f2faf6ec185e54436d86463f499b,03:33,"It’s a peculiar pattern. Why would multiplying a three-digit number by 1001 end up giving you two copies of that number, written one after the other? Breaking down the multiplication problem can give us the answer. 1001 times any number x is equal to 1000x + x. For example, 725 times 1000 is 725,000, and 725 x 1 is 725. So 725 x 1001 will be the sum of those two numbers: 725,725. And there’s nothing special about 725. Pick any three-digit number, and your final product will have that many thousands, plus one more. "
d227f2faf6ec185e54436d86463f499b,04:22,"Even though you don’t know how to read the numbers on the chests, you can read which pattern of digits represents a number divisible by 1001. As with many problems, trying concrete examples can give you an intuition for behavior that may at first look abstract and mysterious. "
d227f2faf6ec185e54436d86463f499b,04:42,"The monsters accept your ransom and swim back down to the depths for another thousand years. With the proper planning, that should give you plenty of time to prepare for their inevitable return. "
c593d7fd658f9ff5bc0c1aee2e9c917e,00:04,"Hi there. I'm in the habit of saying I would like it if butterflies could talk, but I've been recently reconsidering that, because we already have a pretty loud world. Can you imagine if butterflies were yakking out there all over the place? "
c593d7fd658f9ff5bc0c1aee2e9c917e,00:19,"But I would like to ask butterflies one question, which is, what is the meaning of some of the stories that we humans tell about them? Because remarkably, all over the world, cultures have really similar stories, similar mythologies about butterflies having to do with the human soul. Some cultures tell us butterflies are carrying the souls of children who have died wrongly or too soon, and other cultures tell us that butterflies are carrying the souls of our ancestors among us. This butterfly is called a Kallima inachus. On one side, it looks like a beautiful butterfly, and on the other side, it looks like a leaf, and it folds up like a leaf to elude predators. So now you see it, now you don't, something hidden, something revealed. Maybe we got our ideas about the human soul from this butterfly. "
c593d7fd658f9ff5bc0c1aee2e9c917e,01:06,"So it's possible that butterflies have some sort of outsized role in our afterlife. But in this life, in this world, butterflies are in really serious trouble. "
c593d7fd658f9ff5bc0c1aee2e9c917e,01:17,"This is a moth. Moths and butterflies are related. Moths generally fly at night. This is called ""praedicta,"" because Darwin predicted that it must exist. "
c593d7fd658f9ff5bc0c1aee2e9c917e,01:28,"So today, more than 60 species of butterflies are endangered around the world, but even more than that, insects are declining, declining, declining. In the last 50 years, we've lost nearly 50 percent of the total number of bodies of insects. Now this is a disaster. It could impact us in a more serious way more quickly than climate change, because butterflies don't do that much in the ecosystem that we depend on, but they do things for other creatures that we do depend on, and that's the same story with all insect life. Insect life is at the very foundation of our life-support systems. We can't lose these insects. Biodiversity all over the globe is in a vast decline. Habitat loss, pesticides, herbicides and impacts of climate change. Habitat loss is very serious, and that's where we really have to get developing better, more mindfully. "
c593d7fd658f9ff5bc0c1aee2e9c917e,02:28,"It's the worst of times, we are kind of overloaded with our problems. It's also the best of times -- there's incredibly good news. We have exactly what we need. We have exactly the platform to save nature. It's called citizen science. "
c593d7fd658f9ff5bc0c1aee2e9c917e,02:43,"So citizen science is generally a term used to mean people without a PhD contributing to scientific research. Sometimes, it's called community science, which gets at the communal purpose of citizen science, which is to do something for our commons together. It's amateur science. It's being turbocharged today by vast computing power, statistical analysis and the smartphone, but it's an ancient practice that people have always practiced. It's amateur science. Professional science has its roots in amateur science. "
c593d7fd658f9ff5bc0c1aee2e9c917e,03:14,"Charles Darwin was a citizen scientist. He had no advanced degree, and he worked only for himself. So someone showed Darwin this Madagascar star orchid, which as a spur that's 12 inches long, and the spur is the part of a flower that the nectar is in. So this person showed this to Darwin and said, ""This proves that evolution does not come about in a natural way. This flower proves that only God can make these incredibly bizarre and tricky-looking creatures on the earth, because no insect could possibly pollinate this. God must reproduce it."" And Darwin said, ""No, I'm sure that there is an insect somewhere with a proboscis long enough to pollinate that star orchid."" And he was right. "
c593d7fd658f9ff5bc0c1aee2e9c917e,04:05,"This is a map of the monarch butterfly. So, the monarch butterfly has a different story than that particular moth, but reflects the same kind of fundamental idea that Darwin had called coevolution, and coevolution is at the heart of how nature works, and it's also at the heart of what's going wrong with nature today. So over time, as the moth developed a longer proboscis, so the plant developed a longer spur. Over millions of years, the plant and the moth developed a relationship whereby they both make each other's chances of existence better. The monarch butterfly has a different kind of coevolutionary relationship, and today, it is at the heart of what's going wrong for the monarch butterfly. "
